#,Card,Set,Rarity,Value,Total,,
3,Stoneforge Mystic,WWK,Rare,$48.97,$146.91,,
2,Breeding Pool,RNA,Rare,$21.31,$42.62,,
4,Aether Vial,IMA,Rare,$30.54,$122.16,,
4,Flooded Strand,KTK,Rare,$41.60,$166.40,,
2,Crucible of Worlds,M19,Mythic,$41.17,$82.34,,
1,Nyxbloom Ancient,THB,Mythic,$19.30,$19.30,,
5,Blood Crypt,RNA,Rare,$18.25,$91.25,,
1,Smothering Tithe,RNA,Rare,$44.79,$44.79,,
1,Sacred Foundry,GTC,Rare,$20.71,$20.71,,
1,Darksteel Plate,DDU,Rare,$15.39,$15.39,,
4,Sacred Foundry,GRN,Rare,$20.96,$83.84,,
1,Overgrown Tomb,GRN,Rare,$13.84,$13.84,,
1,"Muldrotha, the Gravetide",DOM,Mythic,$6.90,$6.90,,
1,Steam Vents,GRN,Rare,$16.06,$16.06,,
1,Dire Undercurrents,SHM,Rare,$12.63,$12.63,,
2,Temple Garden,GRN,Rare,$10.55,$21.10,,
1,Life from the Loam,UMA,Rare,$15.44,$15.44,,
1,Panharmonicon,KLD,Rare,$8.99,$8.99,,
1,Watery Grave,GRN,Rare,$14.00,$14.00,,
1,Helm of the Host,DOM,Rare,$18.66,$18.66,,
1,Thousand-Year Storm,GRN,Mythic,$11.30,$11.30,,
5,Godless Shrine,RNA,Rare,$13.54,$67.70,,
1,Dryad of the Ilysian Grove,THB,Rare,$17.09,$17.09,,
5,Hallowed Fountain,RNA,Rare,$9.96,$49.80,,
4,Manamorphose,SHM,Common,$4.87,$19.48,,
2,Meddling Mage,ARB,Rare,$2.26,$4.52,,
2,Stomping Ground,RNA,Rare,$10.40,$20.80,,
2,Hinterland Harbor,DOM,Rare,$6.98,$13.96,,
1,Chromatic Lantern,GRN,Rare,$10.44,$10.44,,
1,Underrealm Lich,GRN,Mythic,$5.43,$5.43,,
1,"Venser, Shaper Savant",MM3,Rare,$3.26,$3.26,,
1,Oblivion Stone,MRD,Rare,$4.99,$4.99,,
1,"Jace, Wielder of Mysteries",WAR,Rare,$7.19,$7.19,,
2,Narset's Reversal,WAR,Rare,$6.01,$12.02,,
3,Phantasmal Image,MM3,Rare,$4.00,$12.00,,
1,"Ashiok, Nightmare Muse",THB,Mythic,$4.11,$4.11,,
4,"Thalia, Guardian of Thraben",DKA,Rare,$4.49,$17.96,,
1,Deadeye Navigator,MM3,Rare,$9.50,$9.50,,
1,Spark Double,WAR,Rare,$9.57,$9.57,,
1,Drowned Catacomb,XLN,Rare,$7.49,$7.49,,
3,Auriok Champion,IMA,Rare,$17.38,$52.14,,
4,Clifftop Retreat,DOM,Rare,$6.49,$25.96,,
5,Path to Exile,CON,Uncommon,$4.99,$24.95,,
1,"Baral, Chief of Compliance",AER,Rare,$5.17,$5.17,,
1,Thassa's Oracle,THB,Rare,$11.00,$11.00,,
4,Giver of Runes,MH1,Rare,$6.27,$25.08,,
2,"Shalai, Voice of Plenty",DOM,Rare,$5.01,$10.02,,
1,Rest in Peace,RTR,Rare,$6.66,$6.66,,
1,Noxious Gearhulk,KLD,Mythic,$1.99,$1.99,,
1,Gilded Lotus,M13,Rare,$5.13,$5.13,,
4,Isolated Chapel,DOM,Rare,$5.38,$21.52,,
1,Solemn Simulacrum (219),CM2,Rare,#N/A,#N/A,,
1,"Vraska, Golgari Queen",GRN,Mythic,$4.28,$4.28,,
1,Nyx Lotus,THB,Rare,$4.11,$4.11,,
2,Woodland Cemetery,DOM,Rare,$5.23,$10.46,,
1,Gilded Lotus,DOM,Rare,$4.56,$4.56,,
1,"Jhoira, Weatherlight Captain",DOM,Mythic,$2.62,$2.62,,
1,Expedition Map,ZEN,Common,$2.10,$2.10,,
1,Sulfur Falls,DOM,Rare,$4.48,$4.48,,
1,"Ajani, Adversary of Tyrants",M19,Mythic,$4.03,$4.03,,
1,Altar of Dementia,MH1,Rare,$8.79,$8.79,,
1,World Shaper,RIX,Rare,$4.56,$4.56,,
2,Boros Charm,GTC,Uncommon,$2.30,$4.60,,
1,"Sai, Master Thopterist",M19,Rare,$3.19,$3.19,,
1,"Xantcha, Sleeper Agent",C18,Rare,$14.68,$14.68,,
4,Stitcher's Supplier,M19,Uncommon,$3.19,$12.76,,
1,Settle the Wreckage,XLN,Rare,$3.00,$3.00,,
1,"Niv-Mizzet, Parun",GRN,Rare,$3.40,$3.40,,
5,Dragonskull Summit,XLN,Rare,$4.47,$22.35,,
1,Expansion // Explosion,GRN,Rare,$1.99,$1.99,,
1,Merciless Eviction,GTC,Rare,$2.50,$2.50,,
1,Windgrace's Judgment,C18,Rare,$2.70,$2.70,,
3,"Erebos, Bleak-Hearted",THB,Mythic,$2.14,$6.42,,
1,"Calix, Destiny's Hand",THB,Mythic,$3.64,$3.64,,
1,Underworld Breach,THB,Rare,$5.82,$5.82,,
1,History of Benalia,DOM,Mythic,$1.58,$1.58,,
1,Bolas's Citadel,WAR,Rare,$6.91,$6.91,,
1,Reliquary Tower,M19,Uncommon,$3.75,$3.75,,
2,Bedevil,RNA,Rare,$2.12,$4.24,,
1,Greed,7E,Rare,$1.40,$1.40,,
2,"Thalia, Heretic Cathar",EMN,Rare,$4.50,$9.00,,
2,"Polukranos, Unchained",THB,Mythic,$1.64,$3.28,,
2,Stony Silence,ISD,Rare,$4.64,$9.28,,
1,Grafdigger's Cage,DKA,Rare,$2.40,$2.40,,
1,Ponder,C18,Common,$3.04,$3.04,,
4,Gutterbones,RNA,Rare,$1.00,$4.00,,
3,Dismember,NPH,Uncommon,$2.33,$6.99,,
1,March of the Multitudes,GRN,Mythic,$1.94,$1.94,,
1,Beast Whisperer,GRN,Rare,$2.42,$2.42,,
2,Phyrexian Revoker,MBS,Rare,$1.45,$2.90,,
4,Thalia's Lieutenant,SOI,Rare,$2.09,$8.36,,
1,Hadana's Climb,RIX,Rare,$3.50,$3.50,,
4,Absorb,RNA,Rare,$1.00,$4.00,,
1,Decimate,C18,Rare,$3.00,$3.00,,
4,Restoration Angel,AVR,Rare,$1.75,$7.00,,
3,Relic of Progenitus,EMA,Uncommon,$6.85,$20.55,,
1,Gyre Sage,GTC,Rare,$1.99,$1.99,,
1,Golgari Grave-Troll,UMA,Rare,$3.50,$3.50,,
3,Deputy of Detention,RNA,Rare,$0.93,$2.79,,
2,Damping Sphere,DOM,Uncommon,$1.66,$3.32,,
1,Cleansing Nova,M19,Rare,$0.94,$0.94,,
1,Casualties of War,WAR,Rare,$1.10,$1.10,,
1,Thief of Sanity,GRN,Rare,$1.74,$1.74,,
3,Lightning Bolt,M11,Common,$2.30,$6.90,,
2,Elspeth Conquers Death,THB,Rare,$0.51,$1.02,,
1,Nevinyrral's Disk,C13,Rare,$0.82,$0.82,,
1,Risk Factor,GRN,Rare,$1.49,$1.49,,
4,Champion of the Parish,ISD,Rare,$2.88,$11.52,,
4,Leonin Arbiter,SOM,Rare,$3.10,$12.40,,
1,Rapid Hybridization,GTC,Uncommon,$3.11,$3.11,,
1,Drowned Secrets,GRN,Rare,$1.15,$1.15,,
1,Jadelight Ranger,RIX,Rare,$0.76,$0.76,,
2,Runic Armasaur,M19,Rare,$2.99,$5.98,,
2,Mirran Crusader,MBS,Rare,$1.43,$2.86,,
1,Jaya Ballard,DOM,Mythic,$1.13,$1.13,,
5,Priest of Forgotten Gods,RNA,Rare,$3.24,$16.20,,
1,Charcoal Diamond,7E,Uncommon,$0.77,$0.77,,
1,Tsabo's Web,IN,Rare,$3.99,$3.99,,
1,Open the Graves,M19,Rare,$0.99,$0.99,,
1,"Sorin, Vengeful Bloodlord",WAR,Rare,$1.33,$1.33,,
1,Blackblade Reforged,DOM,Rare,$1.08,$1.08,,
1,Finale of Eternity,WAR,Mythic,$1.99,$1.99,,
1,Sleight of Hand,7E,Common,$0.99,$0.99,,
2,Unsettled Mariner,MH1,Rare,$2.50,$5.00,,
1,Dovin Baan,KLD,Mythic,$1.34,$1.34,,
4,Incubation Druid,RNA,Rare,$1.29,$5.16,,
2,Temple of Enlightenment,THB,Rare,$0.50,$1.00,,
1,Karn's Temporal Sundering,DOM,Rare,$2.41,$2.41,,
1,"Domri, Anarch of Bolas",WAR,Rare,$1.49,$1.49,,
1,"Ral, Storm Conduit",WAR,Rare,$1.90,$1.90,,
1,"Vaevictis Asmadi, the Dire",M19,Mythic,$2.58,$2.58,,
1,"Tamiyo, Collector of Tales",WAR,Rare,$1.00,$1.00,,
1,Nightmare Shepherd,THB,Rare,$0.89,$0.89,,
2,Gruul Spellbreaker,RNA,Rare,$0.62,$1.24,,
1,Dream Eater,GRN,Mythic,$1.13,$1.13,,
1,"Naru Meha, Master Wizard",DOM,Mythic,$1.46,$1.46,,
1,Phyrexian Scriptures,DOM,Mythic,$3.84,$3.84,,
5,Teysa Karlov,RNA,Rare,$2.85,$14.25,,
1,The Elderspell,WAR,Rare,$0.81,$0.81,,
2,Mission Briefing,GRN,Rare,$0.98,$1.96,,
2,Kaya's Wrath,RNA,Rare,$1.01,$2.02,,
1,Poison-Tip Archer,M19,Uncommon,$1.25,$1.25,,
2,Final Parting,DOM,Uncommon,$1.28,$2.56,,
2,Ionize,GRN,Rare,$0.84,$1.68,,
4,Charming Prince,ELD,Rare,$1.89,$7.56,,
1,Kitchen Finks,UMA,Uncommon,$0.95,$0.95,,
1,Bloodtracker,C18,Rare,$0.50,$0.50,,
1,Nadir Kraken,THB,Rare,$1.31,$1.31,,
4,Tectonic Edge,WWK,Uncommon,$1.04,$4.16,,
1,Woe Strider,THB,Rare,$1.50,$1.50,,
4,Ghost Quarter,ISD,Uncommon,$1.29,$5.16,,
2,Ritual of Soot,GRN,Rare,$0.54,$1.08,,
1,Fury Storm,C18,Rare,$6.55,$6.55,,
1,Archon of Sun's Grace,THB,Rare,$0.69,$0.69,,
1,Tempest Djinn,DOM,Rare,$0.59,$0.59,,
1,Unmoored Ego,GRN,Rare,$0.50,$0.50,,
4,Blade Splicer,MM3,Rare,$0.85,$3.40,,
1,"Odric, Master Tactician",M13,Rare,$0.58,$0.58,,
1,"Ajani, the Greathearted",WAR,Rare,$1.45,$1.45,,
1,Mnemonic Betrayal,GRN,Mythic,$3.39,$3.39,,
3,"Marwyn, the Nurturer",DOM,Rare,$1.19,$3.57,,
1,Boros Reckoner,GTC,Rare,$0.89,$0.89,,
1,Aven Brigadier,ONS,Rare,$1.31,$1.31,,
1,Emergency Powers,RNA,Mythic,$0.98,$0.98,,
1,Weatherlight,DOM,Mythic,$1.56,$1.56,,
2,Dreadhorde Butcher,WAR,Rare,$0.86,$1.72,,
1,Butcher of Malakir,DDP,Rare,$0.89,$0.89,,
5,Midnight Reaper,GRN,Rare,$0.73,$3.65,,
1,"Chandra, Fire Artisan",WAR,Rare,$0.89,$0.89,,
3,Oath of Kaya,WAR,Rare,$0.52,$1.56,,
2,Cauldron Familiar,ELD,Uncommon,$1.00,$2.00,,
3,Light Up the Stage,RNA,Uncommon,$0.49,$1.47,,
1,Castle Embereth,ELD,Rare,$0.62,$0.62,,
1,Jarad's Orders,RTR,Rare,$1.00,$1.00,,
1,Turntimber Sower,C18,Rare,$1.00,$1.00,,
1,Crypt Rats,7E,Uncommon,$0.50,$0.50,,
1,Quasiduplicate,GRN,Rare,$1.51,$1.51,,
1,Chain Reaction,C18,Rare,$0.56,$0.56,,
2,Duskmantle Guildmage,GTC,Uncommon,$0.78,$1.56,,
2,Mausoleum Secrets,GRN,Rare,$1.12,$2.24,,
4,Flickerwisp,MMA,Uncommon,$0.49,$1.96,,
1,Mesmerizing Benthid,RNA,Mythic,$1.00,$1.00,,
1,Mass Manipulation,RNA,Rare,$1.54,$1.54,,
1,Thassa's Intervention,THB,Rare,$0.46,$0.46,,
1,Venerated Loxodon,GRN,Rare,$0.49,$0.49,,
2,Wall of Lost Thoughts,RNA,Uncommon,$0.40,$0.80,,
1,Mentor of the Meek,M19,Rare,$0.95,$0.95,,
1,Deafening Clarion,GRN,Rare,$0.50,$0.50,,
4,Hero of Precinct One,RNA,Rare,$0.55,$2.20,,
1,Simic Charm,GTC,Uncommon,$0.49,$0.49,,
4,"Judith, the Scourge Diva",RNA,Rare,$0.75,$3.00,,
1,Sphinx of Foresight,RNA,Rare,$0.51,$0.51,,
1,Siege-Gang Commander,DOM,Rare,$1.00,$1.00,,
2,Thran Temporal Gateway,DOM,Rare,$0.99,$1.98,,
1,Benalish Marshal,DOM,Rare,$0.75,$0.75,,
1,"Josu Vess, Lich Knight",DOM,Rare,$0.99,$0.99,,
1,Rampaging Baloths,C18,Rare,$0.49,$0.49,,
2,Urza's Ruinous Blast,DOM,Rare,$1.64,$3.28,,
1,Wizard's Retort,DOM,Uncommon,$0.40,$0.40,,
1,Crash of Rhino Beetles,C18,Rare,$2.81,$2.81,,
3,"Tajic, Legion's Edge",GRN,Rare,$0.75,$2.25,,
1,Creeping Chill,GRN,Uncommon,$0.49,$0.49,,
1,Command the Dreadhorde,WAR,Rare,$0.85,$0.85,,
1,Monastery Siege,FRF,Rare,$0.86,$0.86,,
1,Captain of the Watch,M13,Rare,$0.67,$0.67,,
1,"Lavinia, Azorius Renegade",RNA,Rare,$1.00,$1.00,,
3,Discovery // Dispersal,GRN,Uncommon,$0.40,$1.20,,
1,"Jodah, Archmage Eternal",DOM,Rare,$1.04,$1.04,,
1,Demanding Dragon,M19,Rare,$0.59,$0.59,,
1,Primevals' Glorious Rebirth,DOM,Rare,$1.73,$1.73,,
2,Aetherize,GTC,Uncommon,$0.87,$1.74,,
1,Dreadhorde Invasion,WAR,Rare,$0.68,$0.68,,
1,Ethereal Absolution,RNA,Rare,$0.73,$0.73,,
1,Swiftblade Vindicator,GRN,Rare,$0.51,$0.51,,
1,Reality Scramble,C18,Rare,$0.52,$0.52,,
1,Sylvan Awakening,DOM,Rare,$1.07,$1.07,,
1,Plaza of Harmony,RNA,Rare,$0.52,$0.52,,
3,Ravenous Chupacabra,RIX,Uncommon,$0.93,$2.79,,
1,Patient Rebuilding,M19,Rare,$0.72,$0.72,,
2,"Etrata, the Silencer",GRN,Rare,$0.57,$1.14,,
1,Necroplasm,RAV,Rare,$0.70,$0.70,,
2,"Izoni, Thousand-Eyed",GRN,Rare,$0.95,$1.90,,
1,Duskmantle Seer,GTC,Mythic,$0.51,$0.51,,
2,Liliana's Contract,M19,Rare,$2.30,$4.60,,
1,Chaos Wand,M19,Rare,$0.50,$0.50,,
2,Fountain of Renewal,M19,Uncommon,$0.69,$1.38,,
2,Field of Ruin,THB,Uncommon,$0.49,$0.98,,
1,The Antiquities War,DOM,Rare,$0.52,$0.52,,
4,Cavalcade of Calamity,RNA,Uncommon,$0.27,$1.08,,
3,Pteramander,RNA,Uncommon,$0.40,$1.20,,
1,"Danitha Capashen, Paragon",DOM,Uncommon,$0.50,$0.50,,
2,Erebos's Intervention,THB,Rare,$0.50,$1.00,,
1,Soul of Innistrad,C18,Mythic,$0.50,$0.50,,
2,"Emmara, Soul of the Accord",GRN,Rare,$0.49,$0.98,,
2,Narcomoeba,GRN,Rare,$0.50,$1.00,,
1,"Fblthp, the Lost",WAR,Rare,$0.50,$0.50,,
1,"Tomik, Distinguished Advokist",WAR,Rare,$0.49,$0.49,,
1,Scute Mob,C18,Rare,$0.97,$0.97,,
1,Moonlight Bargain,C18,Rare,$0.59,$0.59,,
1,Realm Seekers,CNS,Rare,$0.62,$0.62,,
1,Yawgmoth's Vile Offering,DOM,Rare,$0.56,$0.56,,
1,Isareth the Awakener,M19,Rare,$0.50,$0.50,,
2,Kamahl's Druidic Vow,DOM,Rare,$0.99,$1.98,,
2,Electrostatic Field,GRN,Uncommon,$0.88,$1.76,,
2,Pestilent Spirit,RNA,Rare,$0.50,$1.00,,
2,End-Raze Forerunners,RNA,Rare,$0.88,$1.76,,
1,Champion of Rhonas,AKH,Rare,$0.49,$0.49,,
1,Flameblast Dragon,C18,Rare,$0.54,$0.54,,
1,"Squee, the Immortal",DOM,Rare,$1.23,$1.23,,
1,Grand Warlord Radha,DOM,Rare,$0.85,$0.85,,
1,Forebear's Blade,DOM,Rare,$0.62,$0.62,,
1,Biomancer's Familiar,RNA,Rare,$0.99,$0.99,,
1,Magus of the Bazaar,UMA,Rare,$0.50,$0.50,,
2,"Aryel, Knight of Windgrace",DOM,Rare,$0.50,$1.00,,
2,Mirror March,RNA,Rare,$0.99,$1.98,,
1,Desecrated Tomb,M19,Rare,$0.79,$0.79,,
2,Time Wipe,WAR,Rare,$0.50,$1.00,,
11,Skewer the Critics,RNA,Common,$0.66,$7.26,,
4,Witch's Oven,ELD,Uncommon,$0.99,$3.96,,
2,Jaya's Immolating Inferno,DOM,Rare,$0.49,$0.98,,
2,"Traxos, Scourge of Kroog",DOM,Rare,$0.69,$1.38,,
2,Rix Maadi Reveler,RNA,Rare,$0.45,$0.90,,
1,Arguel's Blood Fast,XLN,Rare,$0.56,$0.56,,
1,"Tolsimir, Friend to Wolves",WAR,Rare,$0.48,$0.48,,
1,Mobilized District,WAR,Rare,$0.49,$0.49,,
1,Tectonic Giant,THB,Rare,$0.50,$0.50,,
1,Seafloor Oracle,RIX,Rare,$0.75,$0.75,,
3,Theater of Horrors,RNA,Rare,$0.45,$1.35,,
1,The Mending of Dominaria,DOM,Rare,$0.49,$0.49,,
1,"Tetsuko Umezawa, Fugitive",DOM,Uncommon,$2.26,$2.26,,
1,"Naban, Dean of Iteration",DOM,Rare,$0.53,$0.53,,
3,Fathom Mage,GTC,Rare,$0.48,$1.44,,
2,Arasta of the Endless Web,THB,Rare,$1.00,$2.00,,
2,Firemane Avenger,GTC,Rare,$0.49,$0.98,,
1,Suncleanser,M19,Rare,$0.44,$0.44,,
1,Massacre Girl,WAR,Rare,$0.50,$0.50,,
1,Song of Freyalise,DOM,Uncommon,$0.85,$0.85,,
1,Precognitive Perception,RNA,Rare,$0.43,$0.43,,
1,Worm Harvest,C18,Rare,$0.50,$0.50,,
1,Goblin Warchief,DOM,Uncommon,$0.60,$0.60,,
1,Kor Firewalker,WWK,Uncommon,$0.50,$0.50,,
1,Dread Shade,DOM,Rare,$0.45,$0.45,,
1,Eidolon of Obstruction,THB,Rare,$0.36,$0.36,,
3,Glass of the Guildpact,RNA,Rare,$0.40,$1.20,,
1,Thrash // Threat,RNA,Rare,$0.36,$0.36,,
4,Unwind,DOM,Common,$0.50,$2.00,,
1,Emissary of Grudges,C18,Rare,$0.41,$0.41,,
1,Precognition Field,DOM,Rare,$0.49,$0.49,,
1,Mardu Strike Leader,FRF,Rare,$0.48,$0.48,,
1,Sylvan Primordial,GTC,Rare,$0.50,$0.50,,
1,Isolate,M19,Rare,$0.43,$0.43,,
1,Bioessence Hydra,WAR,Rare,$0.40,$0.40,,
2,Jhoira's Familiar,DOM,Uncommon,$0.51,$1.02,,
2,Nikya of the Old Ways,RNA,Rare,$0.49,$0.98,,
2,Rampage of the Clans,RNA,Rare,$0.49,$0.98,,
2,Charnel Troll,GRN,Rare,$0.36,$0.72,,
1,"Torgaar, Famine Incarnate",DOM,Rare,$0.47,$0.47,,
1,Planewide Celebration,WAR,Rare,$0.66,$0.66,,
2,Cast Down,DOM,Uncommon,$0.41,$0.82,,
2,Find // Finality,GRN,Rare,$0.39,$0.78,,
1,Amulet of Safekeeping,M19,Rare,$0.38,$0.38,,
1,Precinct Captain,RTR,Rare,$0.45,$0.45,,
1,Ashiok's Erasure,THB,Rare,$0.33,$0.33,,
1,High Priest of Penance,GTC,Rare,$0.47,$0.47,,
1,Living Twister,WAR,Rare,$0.40,$0.40,,
3,Angrath's Rampage,WAR,Uncommon,$0.36,$1.08,,
1,Grim Backwoods,C18,Rare,$0.40,$0.40,,
1,Warrant // Warden,RNA,Rare,$0.36,$0.36,,
2,Dismissive Pyromancer,M19,Rare,$0.40,$0.80,,
1,Verity Circle,RNA,Rare,$0.48,$0.48,,
3,Alpha Authority,GTC,Uncommon,$1.17,$3.51,,
1,Solar Blaze,WAR,Rare,$0.45,$0.45,,
1,Bounty of the Luxa,AKH,Rare,$0.48,$0.48,,
1,Colossal Majesty,M19,Uncommon,$0.55,$0.55,,
1,Mizzium Tank,WAR,Rare,$0.39,$0.39,,
1,Fall of the Thran,DOM,Rare,$0.49,$0.49,,
1,Oathsworn Knight,ELD,Rare,$0.44,$0.44,,
1,Gaze of Granite,C18,Rare,$0.45,$0.45,,
1,Tymaret Calls the Dead,THB,Rare,$0.35,$0.35,,
2,Spark Trooper,GTC,Rare,$0.42,$0.84,,
2,Awaken the Erstwhile,RNA,Rare,$0.52,$1.04,,
1,Burning-Tree Emissary,GTC,Uncommon,$0.50,$0.50,,
1,Mirror Image,M19,Uncommon,$0.53,$0.53,,
4,Gruesome Menagerie,GRN,Rare,$0.36,$1.44,,
2,Assure // Assemble,GRN,Rare,$0.37,$0.74,,
2,Doublecast,M19,Uncommon,$0.38,$0.76,,
1,Moldgraf Monstrosity,C18,Rare,$0.49,$0.49,,
1,Citywide Bust,GRN,Rare,$0.39,$0.39,,
1,Lumbering Battlement,RNA,Rare,$0.35,$0.35,,
9,Growth Spiral,RNA,Common,$0.49,$4.41,,
1,Plaguecrafter,GRN,Uncommon,$0.49,$0.49,,
1,Mouth // Feed,AKH,Rare,$0.44,$0.44,,
1,Blood Operative,GRN,Rare,$0.35,$0.35,,
1,Bounty Agent,GRN,Rare,$0.40,$0.40,,
1,"Baird, Steward of Argive",DOM,Uncommon,$0.49,$0.49,,
6,Goblin Instigator,M19,Common,$0.31,$1.86,,
1,Centaur Vinecrasher,C18,Rare,$0.45,$0.45,,
2,Sinister Sabotage,GRN,Uncommon,$0.25,$0.50,,
1,The Mirari Conjecture,DOM,Rare,$0.49,$0.49,,
1,Madcap Experiment,KLD,Rare,$0.44,$0.44,,
2,Rite of Belzenlok,DOM,Rare,$0.41,$0.82,,
1,Awakening of Vitu-Ghazi,WAR,Rare,$0.35,$0.35,,
1,Sultai Ascendancy,KTK,Rare,$0.43,$0.43,,
4,"Whisper, Blood Liturgist",DOM,Uncommon,$0.40,$1.60,,
4,Guild Summit,GRN,Uncommon,$0.31,$1.24,,
2,One with the Machine,M19,Rare,$0.50,$1.00,,
1,Single Combat,WAR,Rare,$0.51,$0.51,,
1,Charnelhoard Wurm,C18,Rare,$0.30,$0.30,,
1,Ruinous Path,C18,Rare,$0.34,$0.34,,
1,The Eldest Reborn,DOM,Uncommon,$0.45,$0.45,,
1,"Zahid, Djinn of the Lamp",DOM,Rare,$0.32,$0.32,,
1,Immolation Shaman,RNA,Rare,$0.40,$0.40,,
2,Parhelion II,WAR,Rare,$1.13,$2.26,,
2,"Evra, Halcyon Witness",DOM,Rare,$0.38,$0.76,,
2,Rubblehulk,GTC,Rare,$0.39,$0.78,,
1,Ravnica at War,WAR,Rare,$0.45,$0.45,,
1,Camaraderie,GRN,Rare,$0.58,$0.58,,
1,Vine Mare,M19,Uncommon,$0.35,$0.35,,
3,Thrull Parasite,GTC,Uncommon,$0.49,$1.47,,
2,Wizard's Lightning,DOM,Uncommon,$0.30,$0.60,,
1,Verdant Force,DOM,Rare,$0.50,$0.50,,
1,Gruul Ragebeast,GTC,Rare,$0.44,$0.44,,
2,Vivien's Invocation,M19,Rare,$0.36,$0.72,,
1,Vivid Revival,GRN,Rare,$0.33,$0.33,,
3,Fell Specter,M19,Uncommon,$0.40,$1.20,,
1,Mishra's Self-Replicator,DOM,Rare,$0.44,$0.44,,
2,Fraying Omnipotence,M19,Rare,$0.80,$1.60,,
1,Light of the Legion,GRN,Rare,$0.42,$0.42,,
1,Lavalanche,C18,Rare,$0.45,$0.45,,
1,Seer's Sundial,C18,Rare,$0.36,$0.36,,
1,"Kazarov, Sengir Pureblood",DOM,Rare,$0.35,$0.35,,
1,Two-Headed Giant,DOM,Rare,$0.39,$0.39,,
1,Volatile Rig,RTR,Rare,$0.39,$0.39,,
2,Cartel Aristocrat,GTC,Uncommon,$0.34,$0.68,,
1,Rubblehulk,C18,Rare,$0.38,$0.38,,
1,Prodigious Growth,M19,Rare,$0.44,$0.44,,
